classe,volume,quantidadeCobre,quantidadeFerro,quantidadeFAD,quantidadeNAD,quantidadeFolhas,quantidadeOutrasEstruturas,quantidadeHelices,areaSuperficieAcessivelTotal,'\% area residuo G','\% area residuo R',areaSuperficieDimensaoFractalTotal,'\% D','\% G','\% K','\% L','\% M','\% P','\% S','\% W','Desc. Local. \% H->N','Desc. Local. \% P->N','Desc. Local. \% N->P','Desc. Local. \% Neutro','Desc. Local. \% Polar',100.0_HIDROFOBICO,100.0_NEUTRO,25.0_HIDROFOBICO,25.0_NEUTRO,50.0_HIDROFOBICO,50.0_NEUTRO,50.0_POLAR,75.0_HIDROFOBICO,75.0_POLAR,Emboss1,Emboss3,Emboss4,Emboss10,Emboss19,Emboss25,Emboss31,Active_site_IPR008266,Domain_IPR011009,Domain_IPR014721,Domain_IPR014727,Domain_IPR014748,Domain_IPR014882,Domain_IPR029064
HIDROLASES,22479.9,0,0,0,0,0.085366,0.268293,0.646341,8723.639937,0.018837,0.102899,3514.831612,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.030488,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18615.38,1.134,0,1.355,1.299,31.098,10.976,0,0,0,0,0,0,0
HIDROLASES,22503.8,0,0,0,0,0.085366,0.280488,0.634146,8587.233961,0.018548,0.106255,3400.473777,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.030488,0.018293,0.079755,0.147239,0.110429,0.329268,0.371951,0.219512,0.365854,0.341463,0.365854,0.268293,0.268293,0.463415,0.365854,0.317073,18613.41,1.134,0,1.355,1.2,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22453.2,0,0,0,0,0.085366,0.27439,0.640244,8700.974706,0.016166,0.104114,3462.945852,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.042683,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18617.36,1.064,0,1.355,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22453.2,0,0,0,0,0.085366,0.268293,0.646341,8774.382088,0.017368,0.096355,3486.308977,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.042683,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18617.36,1.064,0,1.355,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22453.2,0,0,0,0,0.085366,0.268293,0.646341,8987.104092,0.017902,0.1029,3484.148462,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.042683,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18617.36,1.064,0,1.355,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22453.2,0,0,0,0,0.085366,0.27439,0.640244,8717.164511,0.017891,0.100423,3465.422155,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.042683,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18617.36,1.064,0,1.355,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22453.2,0,0,0,0,0.085366,0.262195,0.652439,8633.265553,0.01729,0.107342,3460.840211,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.042683,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18617.36,1.064,0,1.355,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22453.2,0,0,0,0,0.085366,0.27439,0.640244,8607.192406,0.017774,0.100544,3525.83706,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.042683,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18617.36,1.064,0,1.355,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22428.9,0,0,0,0,0.085366,0.262195,0.652439,8594.060696,0.018254,0.102954,3425.083112,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.159509,0.116564,0.341463,0.371951,0.195122,0.390244,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18603.33,1.134,0,1.355,1.299,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22428.9,0,0,0,0,0.085366,0.268293,0.646341,8717.69657,0.015065,0.104449,3467.087274,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.153374,0.122699,0.341463,0.371951,0.219512,0.365854,0.341463,0.365854,0.219512,0.317073,0.463415,0.365854,0.317073,18603.33,1.134,0,1.355,1.299,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22428.9,0,0,0,0,0.085366,0.27439,0.640244,8748.318657,0.01743,0.097923,3491.166911,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.07362,0.153374,0.116564,0.341463,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.341463,0.317073,18603.33,1.134,0,1.355,1.299,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22480.3,0,0,0,0,0.085366,0.268293,0.646341,8967.805559,0.016432,0.096435,3465.420474,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18631.38,1.064,0,1.355,1.299,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,17254.1,0,0,0,0,0.107692,0.5,0.392308,6828.356975,0.07512,0.175047,2730.673875,0.061538,0.084615,0.038462,0.061538,0.015385,0.015385,0.046154,0.038462,0.100775,0.170543,0.116279,0.353846,0.346154,0.3125,0.21875,0.40625,0.28125,0.15625,0.46875,0.375,0.3125,0.25,14681.62,1.252,2.122,0.855,0.631,27.692,8.462,0,0,0,0,0,0,0
HIDROLASES,17239.3,0,0,0,0,0.107692,0.5,0.392308,6829.382395,0.070547,0.160604,2730.223116,0.061538,0.084615,0.038462,0.061538,0.015385,0.015385,0.046154,0.038462,0.100775,0.162791,0.116279,0.346154,0.353846,0.3125,0.1875,0.40625,0.28125,0.15625,0.46875,0.375,0.3125,0.25,14673.6,1.252,2.122,0.855,0.631,27.692,9.231,0,0,0,0,0,0,0
HIDROLASES,22553.7,0,0,0,0,0.085366,0.280488,0.634146,9063.483853,0.013983,0.114086,3613.906353,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.030488,0.018293,0.079755,0.147239,0.110429,0.329268,0.371951,0.219512,0.365854,0.341463,0.365854,0.268293,0.268293,0.463415,0.365854,0.317073,18661.46,1.134,0,1.355,1.2,31.098,10.976,0,0,0,0,0,0,0
HIDROLASES,22472.7,0,0,0,0,0.085366,0.268293,0.646341,8473.2979,0.025024,0.114196,3388.694398,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.147239,0.116564,0.329268,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.390244,0.317073,18633.42,1.064,0.21,1.355,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22467.1,0,0,0,0,0.085366,0.268293,0.646341,8638.644735,0.019627,0.099963,3382.996189,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.147239,0.116564,0.329268,0.365854,0.219512,0.365854,0.341463,0.365854,0.268293,0.292683,0.439024,0.390244,0.317073,18622.45,1.064,0.421,1.355,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22425.8,0,0,0,0,0.085366,0.256098,0.658537,8743.973805,0.023358,0.113024,3453.738192,0.060976,0.067073,0.079268,0.097561,0.036585,0.018293,0.036585,0.018293,0.092025,0.147239,0.122699,0.335366,0.371951,0.243902,0.341463,0.341463,0.365854,0.243902,0.292683,0.463415,0.341463,0.317073,18585.37,1.134,0,1.355,1.2,31.098,10.976,0,0,0,0,0,0,0
HIDROLASES,22475.7,0,0,0,0,0.085366,0.262195,0.652439,8736.619185,0.024288,0.12055,3466.183159,0.060976,0.067073,0.079268,0.091463,0.036585,0.018293,0.036585,0.018293,0.092025,0.147239,0.122699,0.335366,0.371951,0.243902,0.341463,0.341463,0.365854,0.243902,0.292683,0.463415,0.341463,0.317073,18633.42,1.134,0,1.491,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22324.8,0,0,0,0,0.085366,0.268293,0.646341,8570.045378,0.020815,0.119528,3418.681221,0.060976,0.067073,0.079268,0.091463,0.030488,0.018293,0.036585,0.018293,0.08589,0.153374,0.122699,0.341463,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.341463,0.317073,18511.23,1.205,0,1.355,1.2,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22399.1,0,0,0,0,0.085366,0.262195,0.652439,8616.874811,0.024673,0.117942,3409.730374,0.060976,0.067073,0.079268,0.091463,0.036585,0.018293,0.036585,0.018293,0.092025,0.147239,0.122699,0.335366,0.371951,0.243902,0.341463,0.341463,0.365854,0.243902,0.292683,0.463415,0.341463,0.317073,18571.35,1.134,0,1.355,1.2,31.098,10.976,0,0,0,0,0,0,0
HIDROLASES,22565,0,0,0,0,0.085366,0.262195,0.652439,8698.330054,0.020862,0.118083,3449.691758,0.060976,0.067073,0.079268,0.091463,0.036585,0.018293,0.036585,0.02439,0.08589,0.147239,0.116564,0.329268,0.371951,0.243902,0.341463,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18700.51,1.064,0,1.491,1.2,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22588.2,0,0,0,0,0.085366,0.280488,0.634146,8804.901354,0.022045,0.114508,3459.351776,0.060976,0.067073,0.079268,0.085366,0.036585,0.018293,0.036585,0.02439,0.08589,0.147239,0.116564,0.329268,0.371951,0.243902,0.341463,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18734.53,1.064,0,1.491,1.2,29.878,10.976,0,0,0,0,0,0,0
HIDROLASES,22587.9,0,0,0,0,0.085366,0.256098,0.658537,8469.362004,0.025306,0.121642,3446.834866,0.060976,0.067073,0.079268,0.091463,0.042683,0.018293,0.036585,0.02439,0.08589,0.147239,0.116564,0.329268,0.371951,0.243902,0.341463,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18732.57,1.064,0,1.491,1.2,29.878,10.976,0,0,0,0,0,0,0
HIDROLASES,22399.1,0,0,0,0,0.085366,0.268293,0.646341,8411.507189,0.0245,0.121119,3336.802049,0.060976,0.067073,0.079268,0.091463,0.036585,0.018293,0.036585,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18571.35,1.134,0,1.355,1.2,31.098,10.976,0,0,0,0,0,0,0
HIDROLASES,22465.1,0,0,0,0,0.054878,0.29878,0.646341,8939.433408,0.027681,0.12536,3407.66899,0.060976,0.067073,0.079268,0.103659,0.030488,0.018293,0.036585,0.018293,0.08589,0.141104,0.110429,0.323171,0.371951,0.219512,0.365854,0.341463,0.365854,0.268293,0.268293,0.463415,0.390244,0.317073,18635.45,1.064,0.421,1.22,1.1,30.488,10.976,0,0,0,0,0,0,0
HIDROLASES,22333.1,0,0,0,0,0.079268,0.402439,0.518293,9066.80894,0.027573,0.140586,3529.694196,0.060976,0.067073,0.073171,0.097561,0.030488,0.012195,0.030488,0.018293,0.08589,0.134969,0.104294,0.329268,0.365854,0.219512,0.365854,0.341463,0.390244,0.268293,0.268293,0.463415,0.390244,0.317073,18506.29,1.347,0.421,1.355,1,32.927,10.976,0,0,0,0,0,0,0
HIDROLASES,22282.9,0,0,0,0,0.085366,0.286585,0.628049,8632.560948,0.028495,0.127974,3412.916662,0.060976,0.067073,0.079268,0.091463,0.030488,0.018293,0.036585,0.018293,0.092025,0.134969,0.110429,0.317073,0.371951,0.243902,0.341463,0.365854,0.341463,0.243902,0.292683,0.463415,0.390244,0.317073,18607.42,1.064,1.262,1.084,1,28.659,10.976,0,0,0,0,0,0,0
HIDROLASES,24308.5,0,0,0,0,0.021622,0.421622,0.556757,8902.723779,0.020658,0.099229,3605.127977,0.059459,0.113514,0.097297,0.037838,0.016216,0.021622,0.054054,0.016216,0.092391,0.141304,0.13587,0.416216,0.340541,0.152174,0.521739,0.217391,0.434783,0.304348,0.369565,0.326087,0.304348,0.369565,20373.09,0.943,0.746,1.682,1.152,25.405,9.189,0,0,0,0,0,0,0
HIDROLASES,22424.9,0,0,0,0,0.085366,0.268293,0.646341,8631.81148,0.020265,0.113188,3349.704563,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.030488,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18555.33,1.276,0,1.355,1.1,32.317,10.976,0,0,0,0,0,0,0
HIDROLASES,22340.5,0,0,0,0,0.085366,0.268293,0.646341,8468.223528,0.018065,0.091202,3362.418155,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.08589,0.153374,0.116564,0.341463,0.365854,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.292683,18486.22,1.276,0,1.355,1.1,32.317,10.976,0,0,0,0,0,0,0
HIDROLASES,22129.9,0,0,0,0,0.085366,0.27439,0.640244,8584.976613,0.017786,0.101711,3280.504695,0.060976,0.067073,0.079268,0.097561,0.02439,0.018293,0.030488,0.018293,0.092025,0.147239,0.116564,0.365854,0.347561,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.341463,0.219512,18252.98,1.631,0,1.355,1.1,35.366,10.976,0,0,0,0,0,0,0
HIDROLASES,22367.6,0,0,0,0,0.085366,0.262195,0.652439,8437.154214,0.021082,0.098963,3331.915254,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.030488,0.018293,0.08589,0.153374,0.116564,0.341463,0.365854,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.292683,18500.25,1.276,0,1.355,1.2,32.317,10.976,0,0,0,0,0,0,0
HIDROLASES,22312.8,0,0,0,0,0.085366,0.268293,0.646341,8651.513122,0.016179,0.090503,3410.764277,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.08589,0.159509,0.122699,0.347561,0.359756,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.268293,18459.2,1.276,0,1.355,1.2,32.317,10.976,0,0,0,0,0,0,0
HIDROLASES,22378.5,0,0,0,0,0.085366,0.262195,0.652439,8630.605681,0.019755,0.110102,3498.666102,0.060976,0.067073,0.079268,0.097561,0.02439,0.018293,0.036585,0.018293,0.079755,0.159509,0.116564,0.341463,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.341463,0.317073,18541.24,1.205,0,1.355,1.2,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22427.3,0,0,0,0,0.085366,0.268293,0.646341,8880.097491,0.018308,0.105771,3539.252774,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.147239,0.110429,0.341463,0.365854,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.292683,18558.33,1.205,0,1.355,1.2,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22397.6,0,0,0,0,0.085366,0.268293,0.646341,8643.003523,0.019676,0.109475,3409.83817,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.08589,0.153374,0.122699,0.341463,0.365854,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.292683,18544.31,1.205,0,1.355,1.2,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22397.6,0,0,0,0,0.073171,0.280488,0.646341,8626.735983,0.018553,0.108866,3412.329351,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.159509,0.122699,0.341463,0.365854,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.292683,18544.31,1.205,0,1.355,1.2,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22368,0,0,0,0,0.085366,0.268293,0.646341,8643.645078,0.019121,0.08644,3450.343579,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.08589,0.153374,0.116564,0.341463,0.365854,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.292683,18516.25,1.205,0,1.355,1.2,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22452.4,0,0,0,0,0.085366,0.262195,0.652439,8715.655509,0.018701,0.111427,3504.683067,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.030488,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18585.36,1.205,0,1.355,1.2,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22425.3,0,0,0,0,0.085366,0.268293,0.646341,8632.806507,0.021613,0.112925,3337.810132,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.153374,0.116564,0.335366,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18571.33,1.205,0,1.355,1.1,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22298.1,0,0,0,0,0.085366,0.280488,0.634146,8621.437495,0.032148,0.14114,3460.260499,0.060976,0.067073,0.079268,0.091463,0.030488,0.018293,0.036585,0.018293,0.08589,0.147239,0.116564,0.329268,0.371951,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.390244,0.317073,18603.36,1.064,0.841,1.084,1.2,28.659,10.976,0,0,0,0,0,0,0
HIDROLASES,22173.2,0,0,0,0,0.085366,0.292683,0.621951,8627.882966,0.032969,0.139203,3410.930479,0.060976,0.067073,0.073171,0.097561,0.030488,0.018293,0.030488,0.018293,0.08589,0.134969,0.09816,0.353659,0.347561,0.195122,0.487805,0.341463,0.365854,0.268293,0.268293,0.463415,0.390244,0.317073,18348.13,1.489,0.421,1.355,1.1,33.537,10.366,0,0,0,0,0,0,0
HIDROLASES,21987.5,0,0,0,0,0.079268,0.292683,0.628049,8444.305066,0.037775,0.145091,3377.340031,0.060976,0.067073,0.073171,0.097561,0.030488,0.018293,0.030488,0.018293,0.08589,0.128834,0.092025,0.365854,0.335366,0.195122,0.536585,0.341463,0.365854,0.268293,0.268293,0.463415,0.390244,0.317073,18155.96,1.702,0.421,1.355,1.1,35.366,10.366,0,0,0,0,0,0,0
HIDROLASES,22446,0,0,0,0,0.085366,0.27439,0.640244,8683.334016,0.033041,0.145497,3449.164838,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.04878,0.018293,0.079755,0.147239,0.110429,0.329268,0.371951,0.243902,0.341463,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18635.39,0.993,0.21,1.355,1.1,29.878,10.976,0,0,0,0,0,0,0
HIDROLASES,22406.9,0,0,0,0,0.085366,0.286585,0.628049,9184.853121,0.03051,0.150451,3644.581781,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.08589,0.141104,0.110429,0.323171,0.371951,0.219512,0.365854,0.341463,0.365854,0.268293,0.268293,0.463415,0.390244,0.317073,18625.43,1.064,0.631,1.22,1.1,29.878,10.976,0,0,0,0,0,0,0
HIDROLASES,22339.5,0,0,0,0,0.085366,0.286585,0.628049,9508.101933,0.023223,0.098411,3690.306607,0.060976,0.067073,0.060976,0.097561,0.030488,0.018293,0.036585,0.018293,0.08589,0.141104,0.110429,0.323171,0.371951,0.219512,0.365854,0.341463,0.365854,0.268293,0.268293,0.463415,0.390244,0.317073,18611.2,1.064,0.421,1.355,1.1,30.488,13.415,0,0,0,0,0,0,0
HIDROLASES,22164.7,0,0,0,0,0.085366,0.27439,0.640244,8848.087804,0.033975,0.14881,3488.984945,0.060976,0.067073,0.067073,0.097561,0.030488,0.012195,0.018293,0.018293,0.092025,0.134969,0.110429,0.359756,0.347561,0.219512,0.365854,0.341463,0.390244,0.243902,0.365854,0.390244,0.365854,0.317073,18282.04,1.773,0,1.355,1.1,36.585,10.366,0,0,0,0,0,0,0
HIDROLASES,22368,0,0,0,0,0.085366,0.280488,0.634146,8720.610832,0.029771,0.132136,3486.760819,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.153374,0.116564,0.341463,0.365854,0.219512,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.292683,18516.25,1.205,0,1.355,1.2,31.707,10.976,0,0,0,0,0,0,0
HIDROLASES,22343,0,0,0,0,0.079268,0.292683,0.628049,8732.216986,0.036645,0.145649,3573.799602,0.067073,0.073171,0.079268,0.085366,0.030488,0.012195,0.030488,0.018293,0.07362,0.159509,0.122699,0.329268,0.384146,0.219512,0.365854,0.317073,0.341463,0.243902,0.292683,0.463415,0.365854,0.317073,18576.22,1.134,0,1.355,1.2,30.488,11.585,0,0,0,0,0,0,0
HIDROLASES,22385.3,0,0,0,0,0.085366,0.280488,0.634146,8407.302537,0.037032,0.145903,3408.71341,0.054878,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.08589,0.147239,0.116564,0.335366,0.359756,0.268293,0.365854,0.341463,0.365854,0.243902,0.292683,0.463415,0.365854,0.317073,18536.36,1.134,0.421,1.355,1.2,31.098,10.366,0,0,0,0,0,0,0
HIDROLASES,22475.1,0,0,0,0,0.085366,0.268293,0.646341,8590.831969,0.024756,0.148348,3572.31656,0.060976,0.067073,0.079268,0.097561,0.030488,0.018293,0.036585,0.018293,0.079755,0.153374,0.122699,0.329268,0.378049,0.219512,0.365854,0.341463,0.341463,0.243902,0.292683,0.463415,0.365854,0.317073,18629.37,1.134,0,1.355,1.1,31.098,11.585,0,0,0,0,0,0,0
